name,No,receive_mae,receive_yoko,result,under_over,v_start,v_stop,v_frame,t_movie,mae_x,mae_y,mae_w,mae_h,mae_co,yoko_x,yoko_y,yoko_w,yoko_h,yoko_co,x_diff,y_diff,z_diff,raw_x,raw_y,raw_z,cor_x,cor_y,cor_z,x,y,z
hagino_tekido,1,935,967,0,0,28937,29035,98,1.634968302,0.543,0.419,0.027,0.044,1,0.545,0.373,0.011,0.018,0.967,0.031,-0.09,0.076,,,,-0.24079,-0.51197,0.408272,,,
hagino_tekido,2,3080,3112,1,0,29469,29571,102,1.701701702,0.431,0.344,0.024,0.046,1,0.534,0.333,0.01,0.02,1,-0.081,-0.165,0.065,,,,-0.24079,-0.51197,0.408272,,,
hagino_tekido,3,5619,5651,1,0,30114,30205,91,1.518184852,0.437,0.324,0.021,0.04,1,0.488,0.318,0.01,0.02,0.998,-0.075,-0.186,0.02,,,,-0.24079,-0.51197,0.408272,,,
hagino_tekido,4,7953,7985,0,0,30705,30788,83,1.384718051,0.652,0.322,0.026,0.039,1,0.524,0.334,0.01,0.019,0.965,0.14,-0.187,0.055,,,,-0.24079,-0.51197,0.408272,,,
hagino_tekido,5,10004,10036,1,1,31225,31300,75,1.251251251,0.732,0.508,0.028,0.049,1,0.547,0.413,0.009,0.017,0.977,0.22,-0.002,0.078,,,,-0.24079,-0.51197,0.408272,,,
hagino_tekido,6,12594,12626,1,1,31856,31947,91,1.518184852,0.47,0.466,0.022,0.042,1,0.499,0.393,0.011,0.02,0.999,-0.042,-0.043,0.03,,,,-0.24079,-0.51197,0.408272,,,
hagino_tekido,7,15223,15255,0,1,32515,32603,88,1.468134801,0.226,0.372,0.025,0.039,0.978,0.468,0.331,0.014,0.026,0.999,-0.286,-0.138,0,,,,-0.24079,-0.51197,0.408272,,,
hagino_tekido,8,17982,18014,0,1,33208,33292,84,1.401401401,0.766,0.486,0.026,0.048,1,0.537,0.406,0.009,0.02,0.999,0.254,-0.023,0.068,,,,-0.24079,-0.51197,0.408272,,,
hagino_tekido,9,20971,21003,1,1,33936,34039,103,1.718385052,0.211,0.419,0.024,0.04,1,0.478,0.354,0.012,0.024,1,-0.301,-0.091,0.009,,,,-0.24079,-0.51197,0.408272,,,
hagino_tekido,10,23218,23250,0,1,34517,34600,83,1.384718051,0.585,0.488,0.023,0.047,1,0.534,0.403,0.011,0.02,0.999,0.073,-0.022,0.065,,,,-0.24079,-0.51197,0.408272,,,
hagino_tekido,11,26306,26338,0,0,35284,35371,87,1.451451451,0.468,0.327,0.022,0.041,1,0.509,0.323,0.01,0.02,0.992,-0.044,-0.182,0.041,,,,-0.24079,-0.51197,0.408272,,,
hagino_tekido,12,28506,28538,1,1,35815,35921,106,1.768435102,0.74,0.521,0.03,0.045,1,0.567,0.417,0.009,0.018,0.993,0.228,0.012,0.098,,,,-0.24079,-0.51197,0.408272,,,
hagino_tekido,13,31083,31115,1,1,36469,36565,96,1.601601602,0.316,0.59,0.028,0.047,1,0.56,0.446,0.012,0.021,1,-0.196,0.081,0.091,,,,-0.24079,-0.51197,0.408272,,,
hagino_tekido,14,33776,33808,1,0,37123,37237,114,1.901901902,0.406,0.31,0.03,0.06,1,0.655,0.345,0.012,0.021,1,-0.106,-0.199,0.186,,,,-0.24079,-0.51197,0.408272,,,
hagino_tekido,15,36170,36202,0,1,37742,37835,93,1.551551552,0.452,0.471,0.026,0.039,1,0.513,0.392,0.009,0.02,0.997,-0.06,-0.038,0.044,,,,-0.24079,-0.51197,0.408272,,,
hagino_tekido,16,38501,38533,1,1,38326,38416,90,1.501501502,0.543,0.518,0.024,0.048,1,0.57,0.417,0.01,0.02,0.998,0.031,0.008,0.101,,,,-0.24079,-0.51197,0.408272,,,
hagino_tekido,17,40816,40848,1,1,38918,38995,77,1.284617951,0.367,0.458,0.025,0.044,1,0.529,0.388,0.012,0.021,0.998,-0.145,-0.051,0.06,,,,-0.24079,-0.51197,0.408272,,,
hagino_tekido,18,43523,43555,1,0,39559,39671,112,1.868535202,0.354,0.33,0.031,0.054,1,0.611,0.339,0.011,0.019,0.998,-0.158,-0.18,0.142,,,,-0.24079,-0.51197,0.408272,,,
hagino_tekido,19,45918,45950,0,1,40182,40270,88,1.468134801,0.849,0.432,0.028,0.044,1,0.533,0.384,0.008,0.015,0.996,0.337,-0.077,0.065,,,,-0.24079,-0.51197,0.408272,,,
hagino_tekido,20,49458,49490,0,1,41073,41153,80,1.334668001,0.721,0.526,0.027,0.046,1,0.558,0.423,0.011,0.021,0.981,0.209,0.017,0.09,,,,-0.24079,-0.51197,0.408272,,,
hagino_tekido,21,57221,57253,1,1,42996,43092,96,1.601601602,0.185,0.605,0.025,0.04,0.989,0.52,0.464,0.015,0.021,1,-0.327,0.096,0.052,,,,-0.24079,-0.51197,0.408272,,,
hagino_tekido,22,59883,59915,1,0,43657,43757,100,1.668335002,0.276,0.343,0.027,0.045,1,0.557,0.328,0.01,0.022,0.982,-0.236,-0.166,0.088,,,,-0.24079,-0.51197,0.408272,,,
hagino_tekido,23,62643,62675,1,0,44320,44446,126,2.102102102,0.506,0.332,0.025,0.048,1,0.545,0.333,0.011,0.019,0.998,-0.006,-0.177,0.077,,,,-0.24079,-0.51197,0.408272,,,
hagino_tekido,24,67445,67477,0,1,45559,45645,86,1.434768101,0.067,0.672,0.029,0.06,1,0.589,0.486,0.014,0.026,1,-0.445,0.163,0.121,,,,-0.24079,-0.51197,0.408272,,,
hagino_tekido,25,70889,70921,0,0,46385,46505,120,2.002002002,0.412,0.356,0.021,0.038,1,0.469,0.327,0.01,0.018,0.997,-0.1,-0.153,0.001,,,,-0.24079,-0.51197,0.408272,,,
hagino_tekido,26,1197,1259,0,0,156,238,82,1.368034701,0.524,0.352,0.024,0.05,1,0.548,0.344,0.01,0.019,0.997,0.012,-0.158,0.079,,,,-0.25001,-0.518,0.374707,,,
hagino_tekido,27,3701,3763,0,1,780,863,83,1.384718051,0.423,0.478,0.023,0.042,1,0.515,0.396,0.01,0.021,0.999,-0.089,-0.032,0.046,,,,-0.25001,-0.518,0.374707,,,
hagino_tekido,28,6467,6529,1,1,1451,1554,103,1.718385052,0.755,0.384,0.023,0.041,1,0.473,0.357,0.009,0.014,0.529,0.243,-0.126,0.004,,,,-0.25001,-0.518,0.374707,,,
hagino_tekido,29,9099,9161,1,1,2129,2212,83,1.384718051,0.555,0.573,0.024,0.048,1,0.556,0.437,0.011,0.022,1,0.043,0.064,0.087,,,,-0.25001,-0.518,0.374707,,,
hagino_tekido,30,14587,14649,1,0,3461,3582,121,2.018685352,0.662,0.326,0.026,0.042,1,0.538,0.336,0.01,0.02,0.957,0.15,-0.183,0.069,,,,-0.25001,-0.518,0.374707,,,
hagino_tekido,31,17723,17785,0,1,4279,4365,86,1.434768101,0.409,0.453,0.024,0.044,1,0.499,0.383,0.009,0.016,0.991,-0.103,-0.056,0.03,,,,-0.25001,-0.518,0.374707,,,
hagino_tekido,32,20068,20130,1,1,4864,4951,87,1.451451451,0.664,0.484,0.025,0.043,1,0.532,0.4,0.009,0.016,0.986,0.152,-0.025,0.063,,,,-0.25001,-0.518,0.374707,,,
hagino_tekido,33,22865,22927,1,0,5563,5650,87,1.451451451,0.482,0.357,0.024,0.047,1,0.531,0.34,0.011,0.018,0.985,-0.03,-0.152,0.062,,,,-0.25001,-0.518,0.374707,,,
hagino_tekido,34,25567,25629,0,1,6238,6324,86,1.434768101,0.503,0.407,0.023,0.038,1,0.504,0.363,0.011,0.019,0.887,-0.009,-0.102,0.036,,,,-0.25001,-0.518,0.374707,,,
hagino_tekido,35,28033,28095,0,1,6834,6940,106,1.768435102,0.822,0.517,0.025,0.049,1,0.526,0.417,0.01,0.019,0.967,0.31,0.008,0.057,,,,-0.25001,-0.518,0.374707,,,
hagino_tekido,36,33219,33281,0,0,7453,7523,70,1.167834501,0.368,0.442,0.025,0.043,1,0.555,0.374,0.011,0.019,0.999,-0.144,-0.068,0.086,,,,-0.25001,-0.518,0.374707,,,
hagino_tekido,37,35757,35819,1,1,8139,8236,97,1.618284952,0.854,0.448,0.023,0.034,0.996,0.47,0.385,0.008,0.015,0.992,0.342,-0.061,0.002,,,,-0.25001,-0.518,0.374707,,,
hagino_tekido,38,38641,38703,1,0,8750,8869,119,1.985318652,0.41,0.352,0.02,0.039,1,0.475,0.322,0.011,0.019,0.966,-0.102,-0.157,0.006,,,,-0.25001,-0.518,0.374707,,,
hagino_tekido,39,41204,41266,0,1,9478,9590,112,1.868535202,0.698,0.585,0.026,0.051,1,0.554,0.439,0.009,0.019,0.995,0.186,0.076,0.085,,,,-0.25001,-0.518,0.374707,,,
hagino_tekido,40,43994,44056,1,0,10149,10230,81,1.351351351,0.435,0.336,0.023,0.042,1,0.507,0.324,0.011,0.02,0.983,-0.077,-0.173,0.038,,,,-0.25001,-0.518,0.374707,,,
hagino_tekido,41,46650,46712,1,1,10834,10927,93,1.551551552,0.635,0.472,0.024,0.046,1,0.531,0.396,0.01,0.019,0.97,0.123,-0.037,0.062,,,,-0.25001,-0.518,0.374707,,,
hagino_tekido,42,49121,49183,1,1,11480,11590,110,1.835168502,0.693,0.476,0.026,0.042,1,0.522,0.396,0.009,0.016,0.975,0.181,-0.034,0.054,,,,-0.25001,-0.518,0.374707,,,
hagino_tekido,43,51451,51513,0,1,12110,12207,97,1.618284952,0.223,0.437,0.026,0.044,1,0.521,0.37,0.014,0.026,1,-0.289,-0.072,0.052,,,,-0.25001,-0.518,0.374707,,,
hagino_tekido,44,56104,56166,0,1,12706,12789,83,1.384718051,0.882,0.412,0.031,0.044,1,0.529,0.376,0.008,0.017,0.993,0.37,-0.097,0.06,,,,-0.25001,-0.518,0.374707,,,
hagino_tekido,45,58690,58752,1,1,13321,13390,69,1.151151151,0.382,0.589,0.026,0.048,1,0.564,0.445,0.011,0.022,1,-0.13,0.079,0.096,,,,-0.25001,-0.518,0.374707,,,
hagino_tekido,46,61317,61379,1,0,13862,13951,89,1.484818151,0.485,0.311,0.024,0.043,1,0.534,0.32,0.011,0.019,0.999,-0.027,-0.198,0.065,,,,-0.25001,-0.518,0.374707,,,
hagino_tekido,47,63807,63869,1,0,14514,14597,83,1.384718051,0.681,0.307,0.026,0.048,1,0.553,0.331,0.01,0.021,0.999,0.169,-0.202,0.085,,,,-0.25001,-0.518,0.374707,,,
hagino_tekido,48,66343,66405,1,0,15167,15253,86,1.434768101,0.361,0.309,0.024,0.043,1,0.518,0.308,0.011,0.025,0.999,-0.151,-0.2,0.049,,,,-0.25001,-0.518,0.374707,,,
hagino_tekido,49,68791,68853,0,1,15753,15875,122,2.035368702,0.481,0.594,0.025,0.051,1,0.553,0.445,0.01,0.018,1,-0.031,0.085,0.084,,,,-0.25001,-0.518,0.374707,,,
hagino_tekido,50,73362,73424,1,0,16419,16508,89,1.484818151,0.404,0.352,0.023,0.042,1,0.503,0.33,0.01,0.021,0.997,-0.108,-0.157,0.034,,,,-0.25001,-0.518,0.374707,,,
hagino_tekido,51,966,1106,1,0,1799,1882,83,1.384718051,0.605,0.315,0.025,0.043,0.999,0.535,0.308,0.01,0.019,0.997,0.093,-0.194,0.066,,,,-0.19843,-0.41408,0.200571,,,
hagino_tekido,52,3099,3239,0,1,2338,2414,76,1.267934601,0.647,0.699,0.028,0.052,1,0.563,0.452,0.009,0.02,0.999,0.135,0.19,0.094,,,,-0.19843,-0.41408,0.200571,,,
hagino_tekido,53,5371,5511,0,1,2907,2982,75,1.251251251,0.663,0.393,0.024,0.042,1,0.51,0.339,0.01,0.02,1,0.151,-0.117,0.042,,,,-0.19843,-0.41408,0.200571,,,
hagino_tekido,54,7532,7672,1,1,3434,3521,87,1.451451451,0.251,0.489,0.026,0.044,1,0.522,0.372,0.012,0.019,1,-0.261,-0.02,0.053,,,,-0.19843,-0.41408,0.200571,,,
hagino_tekido,55,9837,9977,0,0,4010,4097,87,1.451451451,0.27,0.386,0.028,0.044,1,0.548,0.324,0.01,0.023,0.996,-0.242,-0.123,0.079,,,,-0.19843,-0.41408,0.200571,,,
hagino_tekido,56,11706,11846,0,1,4478,4564,86,1.434768101,0.33,0.414,0.027,0.04,1,0.51,0.332,0.01,0.018,0.998,-0.182,-0.096,0.042,,,,-0.19843,-0.41408,0.200571,,,
hagino_tekido,57,13747,13887,1,0,4979,5074,95,1.584918252,0.463,0.306,0.024,0.037,1,0.499,0.284,0.012,0.02,0.999,-0.049,-0.203,0.031,,,,-0.19843,-0.41408,0.200571,,,
hagino_tekido,58,16144,16284,0,0,5596,5673,77,1.284617951,0.427,0.291,0.025,0.047,1,0.527,0.284,0.01,0.019,0.978,-0.085,-0.219,0.058,,,,-0.19843,-0.41408,0.200571,,,
hagino_tekido,59,18135,18275,1,1,6074,6170,96,1.601601602,0.597,0.439,0.027,0.042,1,0.534,0.353,0.009,0.02,0.957,0.085,-0.071,0.065,,,,-0.19843,-0.41408,0.200571,,,
hagino_tekido,60,20785,20925,1,0,6742,6832,90,1.501501502,0.4,0.317,0.027,0.051,1,0.557,0.3,0.011,0.02,1,-0.112,-0.192,0.088,,,,-0.19843,-0.41408,0.200571,,,
hagino_tekido,61,22993,23133,1,0,7297,7383,86,1.434768101,0.579,0.323,0.025,0.048,1,0.534,0.304,0.01,0.02,0.796,0.067,-0.186,0.066,,,,-0.19843,-0.41408,0.200571,,,
hagino_tekido,62,24962,25102,0,1,7798,7874,76,1.267934601,0.322,0.567,0.027,0.05,1,0.562,0.408,0.011,0.022,0.995,-0.19,0.058,0.093,,,,-0.19843,-0.41408,0.200571,,,
hagino_tekido,63,27063,27203,0,0,8310,8399,89,1.484818151,0.425,0.291,0.024,0.046,1,0.525,0.282,0.01,0.021,0.999,-0.087,-0.218,0.057,,,,-0.19843,-0.41408,0.200571,,,
hagino_tekido,64,29247,29387,0,1,8854,8945,91,1.518184852,0.811,0.506,0.029,0.052,1,0.554,0.381,0.01,0.014,0.919,0.299,-0.003,0.086,,,,-0.19843,-0.41408,0.200571,,,
hagino_tekido,65,30921,31061,0,1,9273,9363,90,1.501501502,0.284,0.465,0.027,0.049,1,0.535,0.361,0.01,0.023,1,-0.228,-0.044,0.066,,,,-0.19843,-0.41408,0.200571,,,
hagino_tekido,66,32685,32825,0,0,9726,9804,78,1.301301301,0.444,0.242,0.026,0.047,1,0.527,0.262,0.012,0.019,0.999,-0.068,-0.267,0.059,,,,-0.19843,-0.41408,0.200571,,,
hagino_tekido,67,34646,34786,1,1,10209,10293,84,1.401401401,0.521,0.641,0.027,0.056,1,0.586,0.429,0.01,0.022,0.998,0.009,0.132,0.117,,,,-0.19843,-0.41408,0.200571,,,
hagino_tekido,68,36729,36869,1,1,10730,10814,84,1.401401401,0.411,0.543,0.028,0.053,1,0.568,0.395,0.011,0.022,0.996,-0.101,0.034,0.099,,,,-0.19843,-0.41408,0.200571,,,
hagino_tekido,69,38842,38982,1,0,11265,11341,76,1.267934601,0.57,0.293,0.024,0.045,1,0.517,0.289,0.01,0.019,0.993,0.058,-0.216,0.048,,,,-0.19843,-0.41408,0.200571,,,
hagino_tekido,70,41645,41785,1,1,11935,12041,106,1.768435102,0.401,0.502,0.033,0.065,1,0.632,0.378,0.012,0.018,1,-0.111,-0.007,0.163,,,,-0.19843,-0.41408,0.200571,,,
hagino_tekido,71,43958,44098,1,0,12520,12619,99,1.651651652,0.533,0.359,0.024,0.048,1,0.544,0.32,0.01,0.019,0.985,0.021,-0.151,0.075,,,,-0.19843,-0.41408,0.200571,,,
hagino_tekido,72,45818,45958,0,0,12990,13084,94,1.568234902,0.341,0.397,0.028,0.048,1,0.562,0.332,0.011,0.02,1,-0.171,-0.113,0.093,,,,-0.19843,-0.41408,0.200571,,,
hagino_tekido,73,47615,47755,1,0,13452,13533,81,1.351351351,0.435,0.353,0.026,0.047,1,0.548,0.315,0.01,0.019,0.998,-0.077,-0.156,0.079,,,,-0.19843,-0.41408,0.200571,,,
hagino_tekido,74,49956,50096,1,1,14040,14117,77,1.284617951,0.486,0.425,0.024,0.048,1,0.528,0.346,0.011,0.018,0.999,-0.026,-0.085,0.06,,,,-0.19843,-0.41408,0.200571,,,
hagino_tekido,75,52250,52390,0,1,14602,14690,88,1.468134801,0.537,0.664,0.033,0.053,1,0.615,0.427,0.01,0.02,0.985,0.025,0.155,0.146,,,,-0.19843,-0.41408,0.200571,,,
hagino_tekido,76,955,992,1,0,14271,14356,85,1.418084751,0.534,0.307,0.025,0.045,1,0.541,0.324,0.01,0.018,0.992,0.022,-0.202,0.073,,,,-0.24912,-0.51032,0.399711,,,
hagino_tekido,77,3515,3552,0,0,14912,14995,83,1.384718051,0.582,0.414,0.023,0.042,1,0.541,0.371,0.009,0.021,0.99,0.07,-0.095,0.073,,,,-0.24912,-0.51032,0.399711,,,
hagino_tekido,78,6015,6052,0,1,15540,15619,79,1.317984651,0.36,0.542,0.026,0.05,1,0.567,0.427,0.01,0.02,1,-0.152,0.033,0.098,,,,-0.24912,-0.51032,0.399711,,,
hagino_tekido,79,8934,8971,0,0,16261,16348,87,1.451451451,0.481,0.378,0.025,0.044,1,0.547,0.352,0.011,0.02,1,-0.031,-0.131,0.078,,,,-0.24912,-0.51032,0.399711,,,
hagino_tekido,80,11009,11046,1,1,16786,16866,80,1.334668001,0.365,0.503,0.026,0.052,1,0.571,0.407,0.011,0.021,0.994,-0.147,-0.007,0.102,,,,-0.24912,-0.51032,0.399711,,,
hagino_tekido,81,13493,13530,0,0,17389,17487,98,1.634968302,0.805,0.332,0.029,0.045,1,0.551,0.347,0.01,0.018,0.945,0.293,-0.177,0.082,,,,-0.24912,-0.51032,0.399711,,,
hagino_tekido,82,15601,15638,0,0,17926,18013,87,1.451451451,0.453,0.322,0.024,0.047,1,0.543,0.326,0.01,0.02,0.998,-0.059,-0.187,0.074,,,,-0.24912,-0.51032,0.399711,,,
hagino_tekido,83,18052,18089,0,1,18541,18625,84,1.401401401,0.762,0.455,0.026,0.05,1,0.564,0.391,0.008,0.019,0.995,0.25,-0.055,0.095,,,,-0.24912,-0.51032,0.399711,,,
hagino_tekido,84,21572,21609,0,1,19414,19504,90,1.501501502,0.388,0.415,0.026,0.046,1,0.56,0.368,0.01,0.022,0.99,-0.124,-0.094,0.091,,,,-0.24912,-0.51032,0.399711,,,
hagino_tekido,85,23445,23482,1,0,19875,19972,97,1.618284952,0.501,0.39,0.027,0.045,1,0.571,0.363,0.012,0.017,0.998,-0.011,-0.12,0.102,,,,-0.24912,-0.51032,0.399711,,,
hagino_tekido,86,25740,25777,1,1,20464,20545,81,1.351351351,0.451,0.452,0.025,0.043,1,0.536,0.385,0.013,0.02,1,-0.061,-0.058,0.067,,,,-0.24912,-0.51032,0.399711,,,
hagino_tekido,87,27569,27606,0,0,20911,21002,91,1.518184852,0.331,0.313,0.021,0.041,1,0.506,0.309,0.011,0.023,0.997,-0.181,-0.196,0.037,,,,-0.24912,-0.51032,0.399711,,,
hagino_tekido,88,29737,29774,0,1,21469,21543,74,1.234567901,0.321,0.495,0.032,0.041,1,0.545,0.401,0.01,0.023,0.999,-0.191,-0.014,0.076,,,,-0.24912,-0.51032,0.399711,,,
hagino_tekido,89,31962,31999,1,0,22023,22099,76,1.267934601,0.455,0.326,0.024,0.048,1,0.553,0.331,0.011,0.018,0.964,-0.057,-0.183,0.085,,,,-0.24912,-0.51032,0.399711,,,
hagino_tekido,90,35571,35608,0,0,22912,23000,88,1.468134801,0.347,0.349,0.025,0.046,1,0.55,0.333,0.011,0.021,0.999,-0.165,-0.16,0.082,,,,-0.24912,-0.51032,0.399711,,,
hagino_tekido,91,37331,37368,1,0,23345,23440,95,1.584918252,0.778,0.259,0.029,0.045,1,0.543,0.317,0.009,0.016,0.996,0.266,-0.25,0.074,,,,-0.24912,-0.51032,0.399711,,,
hagino_tekido,92,39193,39230,1,1,23812,23905,93,1.551551552,0.385,0.449,0.025,0.044,1,0.553,0.382,0.012,0.02,0.999,-0.127,-0.061,0.084,,,,-0.24912,-0.51032,0.399711,,,
hagino_tekido,93,41572,41609,0,1,24416,24499,83,1.384718051,0.472,0.465,0.025,0.047,1,0.542,0.392,0.01,0.019,1,-0.04,-0.044,0.073,,,,-0.24912,-0.51032,0.399711,,,
hagino_tekido,94,43109,43146,1,0,24791,24883,92,1.534868202,0.542,0.288,0.025,0.046,1,0.541,0.315,0.01,0.018,0.797,0.03,-0.221,0.072,,,,-0.24912,-0.51032,0.399711,,,
hagino_tekido,95,45594,45631,0,1,25414,25503,89,1.484818151,0.222,0.44,0.026,0.045,1,0.539,0.376,0.013,0.018,0.998,-0.29,-0.069,0.07,,,,-0.24912,-0.51032,0.399711,,,
hagino_tekido,96,47360,47397,1,0,25861,25945,84,1.401401401,0.541,0.29,0.025,0.049,1,0.548,0.318,0.01,0.019,0.995,0.029,-0.219,0.079,,,,-0.24912,-0.51032,0.399711,,,
hagino_tekido,97,49516,49553,1,0,26398,26483,85,1.418084751,0.445,0.341,0.025,0.046,1,0.544,0.335,0.01,0.019,0.985,-0.067,-0.168,0.075,,,,-0.24912,-0.51032,0.399711,,,
hagino_tekido,98,51422,51459,0,0,26878,26959,81,1.351351351,0.616,0.344,0.028,0.045,1,0.54,0.343,0.01,0.016,0.957,0.104,-0.165,0.071,,,,-0.24912,-0.51032,0.399711,,,
hagino_tekido,99,54255,54292,1,1,27591,27666,75,1.251251251,0.415,0.47,0.024,0.043,1,0.535,0.393,0.011,0.02,1,-0.097,-0.039,0.066,,,,-0.24912,-0.51032,0.399711,,,
hagino_tekido,100,56657,56694,1,0,28173,28267,94,1.568234902,0.473,0.304,0.02,0.043,1,0.514,0.313,0.011,0.019,0.999,-0.039,-0.205,0.045,,,,-0.24912,-0.51032,0.399711,,,
